Ethnic group,Age group,Gender,DHB of residence,Population,Notes: 
European or Other,65-69,Female,Canterbury,12622,
European or Other,35-39,Female,Canterbury,12782,
European or Other,40-44,Female,Canterbury,12889,
European or Other,12-17,Male,Waitemata,13042,
European or Other,18-24,Female,Canterbury,13154,
European or Other,55-59,Female,Waitemata,13186,
European or Other,55-59,Male,Waitemata,13194,
European or Other,50-54,Female,Waitemata,13576,
European or Other,45-49,Male,Waitemata,13629,
European or Other,50-54,Male,Waitemata,13766,
European or Other,18-24,Male,Canterbury,13845,
European or Other,45-49,Female,Waitemata,13917,
European or Other,30-34,Male,Canterbury,13919,
European or Other,25-29,Male,Canterbury,14024,
European or Other,30-34,Female,Canterbury,14097,
European or Other,60-64,Male,Canterbury,14215,
European or Other,12-17,Female,Canterbury,14303,
European or Other,5-11,Female,Waitemata,14367,
European or Other,25-29,Female,Canterbury,14413,
European or Other,45-49,Male,Canterbury,14433,
European or Other,60-64,Female,Canterbury,14458,
European or Other,12-17,Male,Canterbury,14863,
European or Other,50-54,Male,Canterbury,15302,
European or Other,5-11,Male,Waitemata,15315,
European or Other,45-49,Female,Canterbury,15519,
European or Other,55-59,Male,Canterbury,15603,
European or Other,50-54,Female,Canterbury,15684,
European or Other,55-59,Female,Canterbury,15922,
European or Other,5-11,Female,Canterbury,15936,
European or Other,5-11,Male,Canterbury,16684,
Various,0-4,Various,Various,120,
Various,5-11,Various,Various,71,
Various,12+,Various,Various,1273,
